,contract_name,last_trade_date_(edt),strike,last_price,bid,ask,change,%_change,volume,open_interest,implied_volatility,expiry_sheet,expiry_date
1711,AAPL260918P00160000,6/16/2025 3:18 PM,160,9.30,0.00,0.00,0.00,0.00%,575,0,3.13%,"Sep 18, 2026",2026-09-18
1712,AAPL260918P00165000,6/17/2025 1:08 PM,165,10.85,0.00,0.00,0.00,0.00%,1,0,3.13%,"Sep 18, 2026",2026-09-18
1713,AAPL260918P00170000,6/17/2025 3:41 PM,170,12.39,0.00,0.00,0.00,0.00%,411,0,3.13%,"Sep 18, 2026",2026-09-18
1714,AAPL260918P00175000,6/17/2025 12:50 PM,175,13.60,0.00,0.00,0.00,0.00%,7,0,1.56%,"Sep 18, 2026",2026-09-18
1715,AAPL260918P00180000,6/17/2025 1:27 PM,180,15.30,0.00,0.00,0.00,0.00%,1,0,1.56%,"Sep 18, 2026",2026-09-18
1716,AAPL260918P00185000,6/17/2025 1:00 PM,185,17.10,0.00,0.00,0.00,0.00%,56,0,1.56%,"Sep 18, 2026",2026-09-18
1717,AAPL260918P00190000,6/17/2025 3:59 PM,190,19.55,0.00,0.00,0.00,0.00%,69,0,0.78%,"Sep 18, 2026",2026-09-18
1718,AAPL260918P00195000,6/17/2025 10:58 AM,195,21.02,0.00,0.00,0.00,0.00%,135,0,0.10%,"Sep 18, 2026",2026-09-18
1719,AAPL260918P00200000,6/17/2025 2:27 PM,200,24.30,0.00,0.00,0.00,0.00%,68,0,0.00%,"Sep 18, 2026",2026-09-18
1720,AAPL260918P00205000,6/17/2025 2:27 PM,205,26.75,0.00,0.00,0.00,0.00%,16,0,0.00%,"Sep 18, 2026",2026-09-18
1721,AAPL260918P00210000,6/17/2025 11:00 AM,210,28.17,0.00,0.00,0.00,0.00%,36,0,0.00%,"Sep 18, 2026",2026-09-18
1722,AAPL260918P00215000,2025-11-06 12:10:00,215,29.85,0.00,0.00,0.00,0.00%,1,0,0.00%,"Sep 18, 2026",2026-09-18
1723,AAPL260918P00220000,6/17/2025 10:49 AM,220,33.78,0.00,0.00,0.00,0.00%,13,0,0.00%,"Sep 18, 2026",2026-09-18
1724,AAPL260918P00225000,6/17/2025 3:16 PM,225,37.88,0.00,0.00,0.00,0.00%,8,0,0.00%,"Sep 18, 2026",2026-09-18
1725,AAPL260918P00230000,2025-05-06 11:53:00,230,36.09,0.00,0.00,0.00,0.00%,1,0,0.00%,"Sep 18, 2026",2026-09-18
1726,AAPL260918P00235000,6/17/2025 10:56 AM,235,43.55,0.00,0.00,0.00,0.00%,7,0,0.00%,"Sep 18, 2026",2026-09-18
1727,AAPL260918P00240000,6/17/2025 10:56 AM,240,47.18,0.00,0.00,0.00,0.00%,10,0,0.00%,"Sep 18, 2026",2026-09-18
1728,AAPL260918P00245000,6/17/2025 1:05 PM,245,51.75,0.00,0.00,0.00,0.00%,13,0,0.00%,"Sep 18, 2026",2026-09-18
1729,AAPL260918P00250000,6/17/2025 10:56 AM,250,55.10,0.00,0.00,0.00,0.00%,11,0,0.00%,"Sep 18, 2026",2026-09-18
1730,AAPL260918P00255000,6/17/2025 11:00 AM,255,59.26,0.00,0.00,0.00,0.00%,86,0,0.00%,"Sep 18, 2026",2026-09-18
1731,AAPL260918P00260000,6/17/2025 11:00 AM,260,63.53,0.00,0.00,0.00,0.00%,151,0,0.00%,"Sep 18, 2026",2026-09-18
1732,AAPL260918P00265000,6/17/2025 10:57 AM,265,68.14,0.00,0.00,0.00,0.00%,5,0,0.00%,"Sep 18, 2026",2026-09-18
1733,AAPL260918P00270000,2025-09-06 10:43:00,270,65.58,0.00,0.00,0.00,0.00%,1,0,0.00%,"Sep 18, 2026",2026-09-18
1734,AAPL260918P00275000,6/16/2025 11:23 AM,275,77.21,0.00,0.00,0.00,0.00%,1,0,0.00%,"Sep 18, 2026",2026-09-18
1735,AAPL260918P00280000,6/16/2025 11:23 AM,280,82.20,0.00,0.00,0.00,0.00%,-,-,0.00%,"Sep 18, 2026",2026-09-18
1736,AAPL261218C00005000,2025-09-04 15:02:00,5,180.00,191.55,195.40,0.00,0.00%,1,5,263.18%,"Dec 18, 2026",2026-12-18
1737,AAPL261218C00010000,2025-08-04 15:21:00,10,162.32,186.55,190.35,0.00,0.00%,1,0,183.45%,"Dec 18, 2026",2026-12-18
1738,AAPL261218C00015000,6/16/2025 3:09 PM,15,183.40,0.00,0.00,0.00,0.00%,4,0,0.00%,"Dec 18, 2026",2026-12-18
1739,AAPL261218C00020000,4/16/2025 12:13 PM,20,177.15,189.80,193.65,0.00,0.00%,1,6,293.16%,"Dec 18, 2026",2026-12-18
1740,AAPL261218C00025000,2025-08-04 10:09:00,25,164.99,172.10,175.90,0.00,0.00%,1,1,122.24%,"Dec 18, 2026",2026-12-18
1741,AAPL261218C00030000,5/23/2025 3:42 PM,30,166.92,0.00,0.00,0.00,0.00%,2,0,0.00%,"Dec 18, 2026",2026-12-18
1742,AAPL261218C00035000,2025-09-04 11:27:00,35,146.20,162.80,166.55,0.00,0.00%,1,3,106.06%,"Dec 18, 2026",2026-12-18
1743,AAPL261218C00040000,5/27/2025 1:01 PM,40,161.68,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 18, 2026",2026-12-18
1744,AAPL261218C00045000,2025-06-05 13:35:00,45,156.53,155.90,159.80,0.00,0.00%,1,57,107.75%,"Dec 18, 2026",2026-12-18
1745,AAPL261218C00050000,2025-09-05 11:51:00,50,151.25,155.20,158.00,0.00,0.00%,2,1.986,116.53%,"Dec 18, 2026",2026-12-18
1746,AAPL261218C00060000,5/27/2025 9:30 AM,60,141.48,0.00,0.00,0.00,0.00%,4,0,0.00%,"Dec 18, 2026",2026-12-18
1747,AAPL261218C00070000,5/23/2025 3:10 PM,70,130.05,0.00,0.00,0.00,0.00%,13,0,0.00%,"Dec 18, 2026",2026-12-18
1748,AAPL261218C00080000,6/13/2025 2:39 PM,80,120.97,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 18, 2026",2026-12-18
1749,AAPL261218C00085000,2025-12-06 14:08:00,85,119.75,0.00,0.00,0.00,0.00%,274,0,0.00%,"Dec 18, 2026",2026-12-18
1750,AAPL261218C00090000,5/29/2025 3:16 PM,90,115.22,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 18, 2026",2026-12-18
1751,AAPL261218C00095000,2025-04-04 11:59:00,95,106.50,109.35,112.25,0.00,0.00%,10,100,64.69%,"Dec 18, 2026",2026-12-18
1752,AAPL261218C00100000,6/17/2025 3:12 PM,100,103.38,0.00,0.00,0.00,0.00%,5,0,0.00%,"Dec 18, 2026",2026-12-18
1753,AAPL261218C00105000,2025-12-05 13:18:00,105,112.10,101.30,102.50,0.00,0.00%,1,0,60.06%,"Dec 18, 2026",2026-12-18
1754,AAPL261218C00110000,2025-12-06 13:07:00,110,97.95,0.00,0.00,0.00,0.00%,2,0,0.00%,"Dec 18, 2026",2026-12-18
1755,AAPL261218C00115000,5/13/2025 12:37 PM,115,105.50,90.55,92.10,0.00,0.00%,2,239,52.31%,"Dec 18, 2026",2026-12-18
1756,AAPL261218C00120000,2025-10-06 10:53:00,120,94.07,0.00,0.00,0.00,0.00%,2,0,0.00%,"Dec 18, 2026",2026-12-18
1757,AAPL261218C00125000,5/30/2025 11:29 AM,125,85.83,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 18, 2026",2026-12-18
1758,AAPL261218C00130000,2025-09-06 13:38:00,130,83.30,0.00,0.00,0.00,0.00%,6,0,0.00%,"Dec 18, 2026",2026-12-18
1759,AAPL261218C00135000,6/17/2025 9:30 AM,135,75.95,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 18, 2026",2026-12-18
1760,AAPL261218C00140000,5/28/2025 11:55 AM,140,75.50,0.00,0.00,0.00,0.00%,300,0,0.00%,"Dec 18, 2026",2026-12-18
1761,AAPL261218C00145000,6/13/2025 3:24 PM,145,67.30,0.00,0.00,0.00,0.00%,2,0,0.00%,"Dec 18, 2026",2026-12-18
1762,AAPL261218C00150000,6/17/2025 11:08 AM,150,64.33,0.00,0.00,0.00,0.00%,2,0,0.00%,"Dec 18, 2026",2026-12-18
1763,AAPL261218C00155000,2025-09-06 10:21:00,155,67.67,0.00,0.00,0.00,0.00%,2,0,0.00%,"Dec 18, 2026",2026-12-18
1764,AAPL261218C00160000,6/17/2025 11:26 AM,160,57.05,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 18, 2026",2026-12-18
1765,AAPL261218C00165000,6/17/2025 1:01 PM,165,52.75,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 18, 2026",2026-12-18
1766,AAPL261218C00170000,6/16/2025 10:18 AM,170,50.55,0.00,0.00,0.00,0.00%,11,0,0.00%,"Dec 18, 2026",2026-12-18
1767,AAPL261218C00175000,6/16/2025 3:43 PM,175,47.56,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 18, 2026",2026-12-18
1768,AAPL261218C00180000,6/17/2025 2:26 PM,180,42.45,0.00,0.00,0.00,0.00%,2,0,0.00%,"Dec 18, 2026",2026-12-18
1769,AAPL261218C00185000,6/16/2025 1:20 PM,185,41.14,0.00,0.00,0.00,0.00%,2,0,0.00%,"Dec 18, 2026",2026-12-18
1770,AAPL261218C00190000,6/17/2025 2:00 PM,190,37.00,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 18, 2026",2026-12-18
1771,AAPL261218C00195000,6/17/2025 3:42 PM,195,33.89,0.00,0.00,0.00,0.00%,2,0,0.00%,"Dec 18, 2026",2026-12-18
1772,AAPL261218C00200000,6/17/2025 2:52 PM,200,31.65,0.00,0.00,0.00,0.00%,112,0,0.39%,"Dec 18, 2026",2026-12-18
1773,AAPL261218C00210000,6/17/2025 3:31 PM,210,26.75,0.00,0.00,0.00,0.00%,8,0,1.56%,"Dec 18, 2026",2026-12-18
1774,AAPL261218C00220000,6/17/2025 3:54 PM,220,22.45,0.00,0.00,0.00,0.00%,6,0,1.56%,"Dec 18, 2026",2026-12-18
1775,AAPL261218C00230000,6/17/2025 3:31 PM,230,18.75,0.00,0.00,0.00,0.00%,20,0,3.13%,"Dec 18, 2026",2026-12-18
1776,AAPL261218C00240000,6/17/2025 3:34 PM,240,15.50,0.00,0.00,0.00,0.00%,9,0,3.13%,"Dec 18, 2026",2026-12-18
1777,AAPL261218C00250000,6/17/2025 3:34 PM,250,12.75,0.00,0.00,0.00,0.00%,16,0,3.13%,"Dec 18, 2026",2026-12-18
1778,AAPL261218C00260000,6/17/2025 3:50 PM,260,10.40,0.00,0.00,0.00,0.00%,6,0,6.25%,"Dec 18, 2026",2026-12-18
1779,AAPL261218C00270000,6/16/2025 9:54 AM,270,9.20,0.00,0.00,0.00,0.00%,1,0,6.25%,"Dec 18, 2026",2026-12-18
1780,AAPL261218C00280000,6/17/2025 3:30 PM,280,7.00,0.00,0.00,0.00,0.00%,2,0,6.25%,"Dec 18, 2026",2026-12-18
1781,AAPL261218C00290000,6/17/2025 3:05 PM,290,5.75,0.00,0.00,0.00,0.00%,2,0,6.25%,"Dec 18, 2026",2026-12-18
1782,AAPL261218C00300000,6/17/2025 3:46 PM,300,4.60,0.00,0.00,0.00,0.00%,21,0,6.25%,"Dec 18, 2026",2026-12-18
1783,AAPL261218C00310000,6/17/2025 9:52 AM,310,4.00,0.00,0.00,0.00,0.00%,1,0,6.25%,"Dec 18, 2026",2026-12-18
1784,AAPL261218C00320000,6/16/2025 2:32 PM,320,3.40,0.00,0.00,0.00,0.00%,6,0,6.25%,"Dec 18, 2026",2026-12-18
1785,AAPL261218C00330000,6/17/2025 2:27 PM,330,2.65,0.00,0.00,0.00,0.00%,4,0,6.25%,"Dec 18, 2026",2026-12-18
1786,AAPL261218C00340000,6/17/2025 10:49 AM,340,2.35,0.00,0.00,0.00,0.00%,2,0,6.25%,"Dec 18, 2026",2026-12-18
1787,AAPL261218C00350000,6/17/2025 3:35 PM,350,1.83,0.00,0.00,0.00,0.00%,61,0,12.50%,"Dec 18, 2026",2026-12-18
1788,AAPL261218C00360000,6/17/2025 3:48 PM,360,1.60,0.00,0.00,0.00,0.00%,22,0,12.50%,"Dec 18, 2026",2026-12-18
1789,AAPL261218C00370000,2025-11-06 13:02:00,370,1.57,0.00,0.00,0.00,0.00%,2,0,12.50%,"Dec 18, 2026",2026-12-18
1790,AAPL261218C00380000,2025-10-06 11:00:00,380,1.49,0.00,0.00,0.00,0.00%,1,0,12.50%,"Dec 18, 2026",2026-12-18
1791,AAPL261218C00390000,2025-12-06 09:52:00,390,1.09,0.00,0.00,0.00,0.00%,2,0,12.50%,"Dec 18, 2026",2026-12-18
1792,AAPL261218C00400000,2025-06-06 13:21:00,400,1.03,0.00,0.00,0.00,0.00%,10,0,12.50%,"Dec 18, 2026",2026-12-18
1793,AAPL261218C00410000,2025-03-06 10:29:00,410,0.87,0.00,0.00,0.00,0.00%,10,0,12.50%,"Dec 18, 2026",2026-12-18
1794,AAPL261218C00420000,6/16/2025 10:03 AM,420,0.74,0.00,0.00,0.00,0.00%,11,0,12.50%,"Dec 18, 2026",2026-12-18
1795,AAPL261218C00430000,2025-12-06 12:53:00,430,0.68,0.00,0.00,0.00,0.00%,1,0,12.50%,"Dec 18, 2026",2026-12-18
1796,AAPL261218C00440000,2025-12-06 12:53:00,440,0.61,0.00,0.00,0.00,0.00%,1,0,12.50%,"Dec 18, 2026",2026-12-18
1797,AAPL261218C00450000,6/17/2025 1:15 PM,450,0.50,0.00,0.00,0.00,0.00%,13,0,12.50%,"Dec 18, 2026",2026-12-18
1798,Puts,,,,,,,,,,,"Dec 18, 2026",2026-12-18
1799,In The Money,,,,,,,,,,,"Dec 18, 2026",2026-12-18
1800,Contract Name,Last Trade Date (EDT),Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,"Dec 18, 2026",2026-12-18
1801,AAPL261218P00005000,5/27/2025 9:30 AM,5,0.02,0.00,0.00,0.00,0.00%,2,0,50.00%,"Dec 18, 2026",2026-12-18
1802,AAPL261218P00010000,5/16/2025 3:38 PM,10,0.04,0.02,0.06,0.00,0.00%,1,93,88.67%,"Dec 18, 2026",2026-12-18
1803,AAPL261218P00015000,6/17/2025 3:24 PM,15,0.05,0.00,0.00,0.00,0.00%,40,0,50.00%,"Dec 18, 2026",2026-12-18
1804,AAPL261218P00020000,2025-10-06 12:07:00,20,0.09,0.00,0.00,0.00,0.00%,2,0,50.00%,"Dec 18, 2026",2026-12-18
1805,AAPL261218P00025000,2025-05-06 13:25:00,25,0.13,0.00,0.00,0.00,0.00%,1,0,25.00%,"Dec 18, 2026",2026-12-18
1806,AAPL261218P00030000,2025-05-06 13:23:00,30,0.17,0.00,0.00,0.00,0.00%,1,0,25.00%,"Dec 18, 2026",2026-12-18
1807,AAPL261218P00035000,2025-05-06 11:48:00,35,0.22,0.00,0.00,0.00,0.00%,1,0,25.00%,"Dec 18, 2026",2026-12-18
1808,AAPL261218P00040000,5/19/2025 12:46 PM,40,0.27,0.00,0.00,0.00,0.00%,1,0,25.00%,"Dec 18, 2026",2026-12-18
1809,AAPL261218P00045000,6/17/2025 2:04 PM,45,0.32,0.00,0.00,0.00,0.00%,2,0,25.00%,"Dec 18, 2026",2026-12-18
1810,AAPL261218P00050000,6/13/2025 9:45 AM,50,0.42,0.00,0.00,0.00,0.00%,1,0,25.00%,"Dec 18, 2026",2026-12-18
1811,AAPL261218P00060000,2025-11-06 15:35:00,60,0.60,0.00,0.00,0.00,0.00%,6,0,25.00%,"Dec 18, 2026",2026-12-18
1812,AAPL261218P00070000,6/13/2025 10:10 AM,70,0.91,0.00,0.00,0.00,0.00%,20,0,12.50%,"Dec 18, 2026",2026-12-18
1813,AAPL261218P00080000,6/13/2025 3:36 PM,80,1.29,0.00,0.00,0.00,0.00%,1,0,12.50%,"Dec 18, 2026",2026-12-18
1814,AAPL261218P00085000,5/20/2025 1:37 PM,85,1.28,0.00,0.00,0.00,0.00%,2,0,12.50%,"Dec 18, 2026",2026-12-18
1815,AAPL261218P00090000,2025-11-06 11:56:00,90,1.58,0.00,0.00,0.00,0.00%,10,0,12.50%,"Dec 18, 2026",2026-12-18
1816,AAPL261218P00095000,2025-02-06 11:33:00,95,1.95,0.00,0.00,0.00,0.00%,2,0,12.50%,"Dec 18, 2026",2026-12-18
1817,AAPL261218P00100000,6/17/2025 2:13 PM,100,2.26,0.00,0.00,0.00,0.00%,119,0,12.50%,"Dec 18, 2026",2026-12-18
1818,AAPL261218P00105000,6/17/2025 9:42 AM,105,2.60,0.00,0.00,0.00,0.00%,40,0,12.50%,"Dec 18, 2026",2026-12-18
1819,AAPL261218P00110000,2025-02-06 14:35:00,110,2.95,0.00,0.00,0.00,0.00%,10,0,12.50%,"Dec 18, 2026",2026-12-18
1820,AAPL261218P00115000,2025-12-06 14:27:00,115,3.60,0.00,0.00,0.00,0.00%,1,0,6.25%,"Dec 18, 2026",2026-12-18
1821,AAPL261218P00120000,6/13/2025 10:59 AM,120,4.25,0.00,0.00,0.00,0.00%,1,0,6.25%,"Dec 18, 2026",2026-12-18
1822,AAPL261218P00125000,6/17/2025 3:39 PM,125,4.61,0.00,0.00,0.00,0.00%,58,0,6.25%,"Dec 18, 2026",2026-12-18
1823,AAPL261218P00130000,2025-11-06 14:53:00,130,5.20,0.00,0.00,0.00,0.00%,2,0,6.25%,"Dec 18, 2026",2026-12-18
1824,AAPL261218P00135000,6/13/2025 2:18 PM,135,6.45,0.00,0.00,0.00,0.00%,1,0,6.25%,"Dec 18, 2026",2026-12-18
1825,AAPL261218P00140000,6/17/2025 2:00 PM,140,6.91,0.00,0.00,0.00,0.00%,5,0,6.25%,"Dec 18, 2026",2026-12-18
1826,AAPL261218P00145000,2025-11-06 14:26:00,145,7.50,0.00,0.00,0.00,0.00%,3,0,6.25%,"Dec 18, 2026",2026-12-18
1827,AAPL261218P00150000,6/17/2025 9:34 AM,150,8.75,0.00,0.00,0.00,0.00%,1,0,6.25%,"Dec 18, 2026",2026-12-18
1828,AAPL261218P00155000,6/13/2025 10:26 AM,155,10.46,0.00,0.00,0.00,0.00%,1,0,3.13%,"Dec 18, 2026",2026-12-18
1829,AAPL261218P00160000,6/17/2025 3:38 PM,160,11.23,0.00,0.00,0.00,0.00%,28,0,3.13%,"Dec 18, 2026",2026-12-18
1830,AAPL261218P00165000,6/17/2025 1:10 PM,165,12.36,0.00,0.00,0.00,0.00%,2,0,3.13%,"Dec 18, 2026",2026-12-18
1831,AAPL261218P00170000,6/17/2025 1:30 PM,170,13.85,0.00,0.00,0.00,0.00%,3,0,3.13%,"Dec 18, 2026",2026-12-18
1832,AAPL261218P00175000,6/17/2025 12:52 PM,175,15.31,0.00,0.00,0.00,0.00%,11,0,1.56%,"Dec 18, 2026",2026-12-18
1833,AAPL261218P00180000,6/17/2025 11:04 AM,180,16.86,0.00,0.00,0.00,0.00%,25,0,1.56%,"Dec 18, 2026",2026-12-18
1834,AAPL261218P00185000,6/17/2025 11:02 AM,185,18.70,0.00,0.00,0.00,0.00%,44,0,0.78%,"Dec 18, 2026",2026-12-18
1835,AAPL261218P00190000,6/17/2025 12:26 PM,190,20.60,0.00,0.00,0.00,0.00%,14,0,0.78%,"Dec 18, 2026",2026-12-18
1836,AAPL261218P00195000,6/17/2025 3:42 PM,195,23.45,0.00,0.00,0.00,0.00%,30,0,0.10%,"Dec 18, 2026",2026-12-18
1837,AAPL261218P00200000,6/17/2025 2:39 PM,200,25.86,0.00,0.00,0.00,0.00%,2.005,0,0.00%,"Dec 18, 2026",2026-12-18
1838,AAPL261218P00210000,6/17/2025 11:57 AM,210,29.75,0.00,0.00,0.00,0.00%,2,0,0.00%,"Dec 18, 2026",2026-12-18
1839,AAPL261218P00220000,6/16/2025 3:49 PM,220,35.10,0.00,0.00,0.00,0.00%,2,0,0.00%,"Dec 18, 2026",2026-12-18
1840,AAPL261218P00230000,6/13/2025 10:11 AM,230,43.10,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 18, 2026",2026-12-18
1841,AAPL261218P00240000,6/17/2025 10:55 AM,240,48.60,0.00,0.00,0.00,0.00%,2,0,0.00%,"Dec 18, 2026",2026-12-18
1842,AAPL261218P00250000,6/17/2025 11:09 AM,250,55.95,0.00,0.00,0.00,0.00%,5,0,0.00%,"Dec 18, 2026",2026-12-18
1843,AAPL261218P00260000,6/17/2025 11:04 AM,260,64.34,0.00,0.00,0.00,0.00%,113,0,0.00%,"Dec 18, 2026",2026-12-18
1844,AAPL261218P00270000,6/17/2025 3:42 PM,270,74.85,0.00,0.00,0.00,0.00%,8,0,0.00%,"Dec 18, 2026",2026-12-18
1845,AAPL261218P00280000,6/16/2025 11:36 AM,280,82.84,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 18, 2026",2026-12-18
1846,AAPL261218P00290000,6/16/2025 11:36 AM,290,92.83,0.00,0.00,0.00,0.00%,1,0,0.00%,"Dec 18, 2026",2026-12-18
1847,AAPL261218P00300000,2025-09-06 15:16:00,300,98.95,0.00,0.00,0.00,0.00%,2,0,0.00%,"Dec 18, 2026",2026-12-18
1848,AAPL261218P00310000,2025-04-04 09:32:00,310,114.00,109.10,112.35,0.00,0.00%,4,0,0.00%,"Dec 18, 2026",2026-12-18
1849,AAPL261218P00320000,2/27/2025 3:08 PM,320,80.20,100.30,104.00,0.00,0.00%,1,0,0.00%,"Dec 18, 2026",2026-12-18
1850,AAPL261218P00330000,2025-10-01 09:52:00,330,92.10,84.60,87.75,0.00,0.00%,6,0,0.00%,"Dec 18, 2026",2026-12-18
1851,AAPL261218P00340000,4/17/2025 3:04 PM,340,142.55,127.40,130.65,0.00,0.00%,1,0,0.00%,"Dec 18, 2026",2026-12-18
1852,AAPL261218P00350000,2024-11-12 12:51:00,350,100.65,111.25,115.10,0.00,0.00%,4,0,0.00%,"Dec 18, 2026",2026-12-18
1853,AAPL261218P00360000,2025-09-06 15:15:00,360,158.60,0.00,0.00,0.00,0.00%,2,0,0.00%,"Dec 18, 2026",2026-12-18
1854,AAPL261218P00410000,2024-11-12 10:33:00,410,160.92,171.25,175.10,0.00,0.00%,-,0,0.00%,"Dec 18, 2026",2026-12-18
1855,AAPL261218P00440000,2025-03-01 10:21:00,440,197.30,202.20,206.15,0.00,0.00%,4,0,0.00%,"Dec 18, 2026",2026-12-18
1856,AAPL261218P00450000,2025-02-04 11:45:00,450,226.50,242.70,246.40,0.00,0.00%,1,0,0.00%,"Dec 18, 2026",2026-12-18
1857,AAPL270115C00005000,2025-12-06 09:34:00,5,193.45,0.00,0.00,0.00,0.00%,1,0,0.00%,"Jan 15, 2027",2027-01-15
1858,AAPL270115C00010000,5/16/2025 3:11 PM,10,201.58,183.90,187.70,0.00,0.00%,10,26,101.37%,"Jan 15, 2027",2027-01-15
1859,AAPL270115C00015000,5/19/2025 1:53 PM,15,193.68,0.00,0.00,0.00,0.00%,10,0,0.00%,"Jan 15, 2027",2027-01-15
1860,AAPL270115C00020000,6/13/2025 3:17 PM,20,176.82,0.00,0.00,0.00,0.00%,1,0,0.00%,"Jan 15, 2027",2027-01-15
1861,AAPL270115C00025000,5/23/2025 1:36 PM,25,172.10,0.00,0.00,0.00,0.00%,3,0,0.00%,"Jan 15, 2027",2027-01-15
1862,AAPL270115C00030000,5/23/2025 1:36 PM,30,167.50,0.00,0.00,0.00,0.00%,2,0,0.00%,"Jan 15, 2027",2027-01-15
1863,AAPL270115C00035000,2025-06-05 12:43:00,35,165.98,165.30,169.20,0.00,0.00%,1,5,120.31%,"Jan 15, 2027",2027-01-15
1864,AAPL270115C00040000,2025-05-05 15:46:00,40,160.80,163.15,166.80,0.00,0.00%,1,0,124.87%,"Jan 15, 2027",2027-01-15
1865,AAPL270115C00045000,2025-08-04 10:29:00,45,146.88,153.75,157.55,0.00,0.00%,1,1,93.74%,"Jan 15, 2027",2027-01-15
1866,AAPL270115C00050000,2025-11-06 15:18:00,50,151.29,0.00,0.00,0.00,0.00%,10,0,0.00%,"Jan 15, 2027",2027-01-15
1867,AAPL270115C00060000,5/23/2025 11:58 AM,60,139.86,0.00,0.00,0.00,0.00%,1,0,0.00%,"Jan 15, 2027",2027-01-15
1868,AAPL270115C00070000,5/21/2025 1:26 PM,70,136.93,0.00,0.00,0.00,0.00%,16,0,0.00%,"Jan 15, 2027",2027-01-15
1869,AAPL270115C00080000,6/17/2025 2:48 PM,80,121.00,0.00,0.00,0.00,0.00%,1,0,0.00%,"Jan 15, 2027",2027-01-15
1870,AAPL270115C00085000,2025-04-04 09:52:00,85,120.19,118.65,121.55,0.00,0.00%,2,165,68.96%,"Jan 15, 2027",2027-01-15
1871,AAPL270115C00090000,2025-08-05 10:40:00,90,113.25,119.00,122.35,0.00,0.00%,1,269,78.53%,"Jan 15, 2027",2027-01-15
1872,AAPL270115C00095000,4/17/2025 12:38 PM,95,110.37,122.05,125.20,0.00,0.00%,4,16,91.22%,"Jan 15, 2027",2027-01-15
1873,AAPL270115C00100000,6/16/2025 12:36 PM,100,105.06,0.00,0.00,0.00,0.00%,43,0,0.00%,"Jan 15, 2027",2027-01-15
1874,AAPL270115C00105000,4/30/2025 1:53 PM,105,114.15,103.60,105.00,0.00,0.00%,2,69,63.57%,"Jan 15, 2027",2027-01-15
1875,AAPL270115C00110000,2025-03-06 09:43:00,110,101.30,0.00,0.00,0.00,0.00%,1,0,0.00%,"Jan 15, 2027",2027-01-15
1876,AAPL270115C00115000,2025-08-04 12:01:00,115,81.18,93.10,94.10,0.00,0.00%,1,68,55.41%,"Jan 15, 2027",2027-01-15
1877,AAPL270115C00120000,6/16/2025 3:48 PM,120,89.00,0.00,0.00,0.00,0.00%,3,0,0.00%,"Jan 15, 2027",2027-01-15
1878,AAPL270115C00125000,2025-11-06 15:10:00,125,86.07,0.00,0.00,0.00,0.00%,3,0,0.00%,"Jan 15, 2027",2027-01-15
1879,AAPL270115C00130000,2025-11-06 15:19:00,130,81.56,0.00,0.00,0.00,0.00%,3,0,0.00%,"Jan 15, 2027",2027-01-15
1880,AAPL270115C00135000,2025-03-06 09:30:00,135,81.15,0.00,0.00,0.00,0.00%,10,0,0.00%,"Jan 15, 2027",2027-01-15
1881,AAPL270115C00140000,6/17/2025 2:32 PM,140,70.81,0.00,0.00,0.00,0.00%,7,0,0.00%,"Jan 15, 2027",2027-01-15
1882,AAPL270115C00145000,6/17/2025 2:32 PM,145,67.02,0.00,0.00,0.00,0.00%,6,0,0.00%,"Jan 15, 2027",2027-01-15
1883,AAPL270115C00150000,6/17/2025 3:04 PM,150,63.30,0.00,0.00,0.00,0.00%,16,0,0.00%,"Jan 15, 2027",2027-01-15
1884,AAPL270115C00155000,2025-06-06 09:37:00,155,68.10,0.00,0.00,0.00,0.00%,1,0,0.00%,"Jan 15, 2027",2027-01-15
1885,AAPL270115C00160000,6/17/2025 2:32 PM,160,56.22,0.00,0.00,0.00,0.00%,2,0,0.00%,"Jan 15, 2027",2027-01-15
1886,AAPL270115C00165000,2025-12-06 14:19:00,165,55.85,0.00,0.00,0.00,0.00%,4,0,0.00%,"Jan 15, 2027",2027-01-15
1887,AAPL270115C00170000,6/17/2025 3:01 PM,170,49.75,0.00,0.00,0.00,0.00%,9,0,0.00%,"Jan 15, 2027",2027-01-15
1888,AAPL270115C00175000,6/16/2025 1:45 PM,175,48.16,0.00,0.00,0.00,0.00%,35,0,0.00%,"Jan 15, 2027",2027-01-15
1889,AAPL270115C00180000,6/17/2025 9:45 AM,180,44.00,0.00,0.00,0.00,0.00%,1,0,0.00%,"Jan 15, 2027",2027-01-15
1890,AAPL270115C00185000,6/16/2025 3:47 PM,185,42.38,0.00,0.00,0.00,0.00%,2,0,0.00%,"Jan 15, 2027",2027-01-15
